Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28228080000000,0.00000000000000,0.32450000000000,0,Composed: Copy with GPU GDI,0.11650000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28266580000000,0.00000000000000,0.38500000000000,0,Composed: Copy with GPU GDI,0.12160000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28306030000000,0.00000000000000,0.39450000000000,0,Composed: Copy with GPU GDI,0.10820000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28358190000000,0.00000000000000,0.52160000000000,0,Composed: Copy with GPU GDI,0.11060000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28412360000000,0.00000000000000,0.54170000000000,0,Composed: Copy with GPU GDI,0.41040000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28450000000000,0.00000000000000,0.37640000000000,0,Composed: Copy with GPU GDI,0.12920000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28484280000000,0.00000000000000,0.34280000000000,0,Composed: Copy with GPU GDI,0.13560000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28517350000000,0.00000000000000,0.33070000000000,0,Composed: Copy with GPU GDI,0.10060000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28546070000000,0.00000000000000,0.28720000000000,0,Composed: Copy with GPU GDI,0.10140000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28573620000000,0.00000000000000,0.27550000000000,0,Composed: Copy with GPU GDI,0.10130000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28601540000000,0.00000000000000,0.27920000000000,0,Composed: Copy with GPU GDI,0.09770000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28632390000000,0.00000000000000,0.30850000000000,0,Composed: Copy with GPU GDI,0.09450000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28663190000000,0.00000000000000,0.30800000000000,0,Composed: Copy with GPU GDI,0.09370000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28700500000000,0.00000000000000,0.37310000000000,0,Composed: Copy with GPU GDI,0.13000000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28730670000000,0.00000000000000,0.30170000000000,0,Composed: Copy with GPU GDI,0.09500000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28753820000000,0.00000000000000,0.23150000000000,0,Composed: Copy with GPU GDI,0.10920000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28778470000000,0.00000000000000,0.24650000000000,0,Composed: Copy with GPU GDI,0.09600000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28807290000000,0.00000000000000,0.28820000000000,0,Composed: Copy with GPU GDI,0.10040000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28838710000000,0.00000000000000,0.31420000000000,0,Composed: Copy with GPU GDI,0.09620000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28864940000000,0.00000000000000,0.26230000000000,0,Composed: Copy with GPU GDI,0.09380000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,0,6.28889550000000,0.00000000000000,0.24610000000000,0,Composed: Copy with GPU GDI,0.09310000000000,7.24310000000000,7.03690000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28914110000000,0.00000000000000,0.24560000000000,0,Composed: Copy with GPU GDI,0.09310000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28945030000000,0.00000000000000,0.30920000000000,0,Composed: Copy with GPU GDI,0.12090000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28983140000000,0.00000000000000,0.38110000000000,0,Composed: Copy with GPU GDI,0.11150000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.29035790000000,0.00000000000000,0.52650000000000,0,Composed: Copy with GPU GDI,0.12890000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.29114270000000,0.00000000000000,0.78480000000000,0,Composed: Copy with GPU GDI,0.35090000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.29174540000000,0.00000000000000,0.60270000000000,0,Composed: Copy with GPU GDI,0.48260000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.29229440000000,0.00000000000000,0.54900000000000,0,Composed: Copy with GPU GDI,0.12060000000000,0.00000000000000,0.00000000000000
